Downloaded at: 2026/09/16 14:04:55

,Tano,Tano,Tano,Tano,Tano,Tano,Aoshima,Aoshima,Aoshima,Aoshima,Aoshima,Aoshima,Tomishiro,Tomishiro,Tomishiro,Tomishiro,Tomishiro,Tomishiro,Aburatsu,Aburatsu,Aburatsu,Aburatsu,Aburatsu,Aburatsu,Kushima,Kushima,Kushima,Kushima,Kushima,Kushima
Date,Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.
2023/9/24,21.7,8,1,26.5,8,1,,0,1,,0,1,21.0,8,1,28.7,8,1,24.3,8,1,27.9,8,1,22.8,8,1,29.0,8,1
2023/9/25,21.6,8,1,26.2,8,1,,0,1,,0,1,22.0,8,1,29.1,8,1,23.4,8,1,30.1,8,1,23.4,8,1,29.5,8,1
2023/9/26,22.6,8,1,28.0,8,1,,0,1,,0,1,22.9,8,1,30.7,8,1,24.2,8,1,30.4,8,1,22.8,8,1,30.7,8,1
2023/9/27,20.8,8,1,31.6,8,1,,0,1,,0,1,21.0,8,1,32.3,8,1,22.6,8,1,30.0,8,1,20.8,8,1,31.5,8,1
2023/9/28,22.5,8,1,32.5,8,1,,0,1,,0,1,21.8,8,1,33.3,8,1,22.9,8,1,30.3,8,1,23.2,8,1,34.0,8,1
2023/9/29,22.2,8,1,28.3,8,1,,0,1,,0,1,20.8,8,1,31.6,8,1,23.1,8,1,29.5,8,1,21.5,8,1,30.0,8,1
2023/9/30,21.8,8,1,31.8,8,1,,0,1,,0,1,22.2,8,1,31.9,8,1,23.3,8,1,31.8,8,1,22.2,8,1,31.1,8,1
2023/10/1,19.2,8,1,27.1,8,1,,0,1,,0,1,21.4,8,1,27.2,8,1,23.0,8,1,28.6,8,1,21.6,8,1,29.9,8,1
2023/10/2,15.6,8,1,26.3,8,1,,0,1,,0,1,17.1,8,1,27.8,8,1,18.7,8,1,26.6,8,1,16.7,8,1,27.4,8,1
2023/10/3,14.9,8,1,25.6,8,1,,0,1,,0,1,15.1,8,1,28.2,8,1,18.6,8,1,27.6,8,1,16.0,8,1,28.7,8,1
2023/10/4,20.0,8,1,26.1,8,1,,0,1,,0,1,20.6,8,1,27.9,8,1,21.1,8,1,26.4,8,1,20.9,8,1,27.1,8,1
2023/10/5,15.7,8,1,26.8,8,1,,0,1,,0,1,15.6,8,1,28.0,8,1,18.4,8,1,28.7,8,1,16.5,8,1,28.7,8,1
2023/10/6,11.8,5,1,24.3,5,1,,0,1,,0,1,12.6,8,1,26.7,8,1,16.9,8,1,24.9,8,1,15.5,8,1,26.2,8,1
2023/10/7,15.7,8,1,24.4,8,1,,0,1,,0,1,16.3,8,1,25.4,8,1,16.9,8,1,25.5,8,1,16.6,8,1,26.0,8,1
2023/10/8,14.2,8,1,17.7,8,1,,0,1,,0,1,14.2,8,1,18.2,8,1,15.6,8,1,21.3,8,1,15.4,8,1,20.3,8,1
2023/10/9,16.9,8,1,21.8,8,1,,0,1,,0,1,17.2,8,1,23.1,8,1,18.6,8,1,23.6,8,1,18.9,8,1,24.1,8,1
2023/10/10,16.2,8,1,27.3,8,1,,0,1,,0,1,17.4,8,1,27.9,8,1,19.2,8,1,27.1,8,1,19.1,8,1,29.0,8,1
2023/10/11,15.1,8,1,23.2,8,1,,0,1,,0,1,15.1,8,1,25.2,8,1,17.2,8,1,24.0,8,1,15.0,8,1,24.4,8,1
2023/10/12,13.1,8,1,24.2,8,1,,0,1,,0,1,11.7,8,1,25.9,8,1,16.5,8,1,25.1,8,1,13.0,8,1,25.9,8,1
2023/10/13,14.3,8,1,21.3,8,1,,0,1,,0,1,13.1,8,1,23.7,8,1,19.5,8,1,22.6,8,1,15.3,8,1,22.4,8,1
2023/10/14,16.7,8,1,20.2,8,1,,0,1,,0,1,16.9,8,1,20.7,8,1,18.1,8,1,22.0,8,1,18.0,8,1,22.3,8,1
2023/10/15,16.1,8,1,24.5,8,1,,0,1,,0,1,13.9,8,1,24.9,8,1,16.1,8,1,26.5,8,1,16.2,8,1,26.4,8,1
2023/10/16,14.1,8,1,25.5,8,1,,0,1,,0,1,10.9,8,1,25.2,8,1,14.7,8,1,26.6,8,1,11.5,8,1,26.7,8,1
2023/10/17,13.0,8,1,25.4,8,1,,0,1,,0,1,11.1,8,1,25.4,8,1,14.3,8,1,26.3,8,1,11.9,8,1,26.4,8,1
2023/10/18,13.7,8,1,24.8,8,1,,0,1,,0,1,11.9,8,1,26.8,8,1,16.4,8,1,26.0,8,1,13.0,8,1,26.8,8,1
2023/10/19,13.8,8,1,26.9,8,1,,0,1,,0,1,12.3,8,1,26.4,8,1,15.7,8,1,27.1,8,1,13.6,8,1,26.3,8,1
2023/10/20,13.8,8,1,21.9,8,1,,0,1,,0,1,12.3,8,1,20.5,8,1,15.9,8,1,23.1,8,1,14.3,8,1,22.7,8,1
2023/10/21,9.5,8,1,20.1,8,1,,0,1,,0,1,8.3,8,1,20.7,8,1,13.0,8,1,22.4,8,1,8.8,8,1,22.2,8,1
2023/10/22,8.6,8,1,22.3,8,1,,0,1,,0,1,6.8,8,1,23.0,8,1,10.6,8,1,22.9,8,1,7.3,8,1,23.0,8,1
2023/10/23,11.5,8,1,23.9,8,1,,0,1,,0,1,9.0,8,1,24.5,8,1,12.2,8,1,24.2,8,1,9.0,5,1,24.5,5,1
2023/10/24,11.4,8,1,23.2,8,1,,0,1,,0,1,9.0,8,1,24.6,8,1,12.9,8,1,25.4,8,1,9.8,8,1,24.9,8,1
2023/10/25,12.5,8,1,23.7,8,1,,0,1,,0,1,9.0,8,1,25.3,8,1,12.7,8,1,24.1,8,1,10.8,8,1,25.1,8,1
2023/10/26,12.0,8,1,25.4,8,1,,0,1,,0,1,9.4,8,1,25.9,8,1,13.8,8,1,24.7,8,1,10.2,8,1,25.3,8,1
2023/10/27,12.4,8,1,24.6,8,1,,0,1,,0,1,8.9,8,1,25.7,8,1,13.2,8,1,26.9,8,1,9.6,8,1,26.7,8,1
2023/10/28,11.2,8,1,23.0,8,1,,0,1,,0,1,8.6,8,1,23.5,8,1,12.3,8,1,23.5,8,1,9.4,8,1,24.2,8,1
2023/10/29,9.2,8,1,21.2,8,1,,0,1,,0,1,9.2,8,1,22.8,8,1,13.8,8,1,22.3,8,1,10.7,8,1,22.5,8,1
2023/10/30,9.5,8,1,21.7,8,1,,0,1,,0,1,9.4,8,1,23.2,8,1,13.7,8,1,22.4,8,1,11.2,8,1,22.7,8,1
2023/10/31,12.0,8,1,22.8,8,1,,0,1,,0,1,11.0,8,1,25.1,8,1,15.2,8,1,24.2,8,1,12.5,8,1,24.9,8,1
2023/11/1,11.3,8,1,25.1,8,1,,0,1,,0,1,8.9,8,1,26.2,8,1,13.8,8,1,25.4,8,1,10.7,8,1,26.1,8,1
2023/11/2,12.1,8,1,25.6,8,1,,0,1,,0,1,7.9,8,1,27.8,8,1,11.8,8,1,25.7,8,1,8.5,8,1,26.8,8,1
2023/11/3,11.5,8,1,26.3,8,1,,0,1,,0,1,8.3,8,1,26.1,8,1,12.1,8,1,26.5,8,1,9.3,8,1,26.5,8,1
2023/11/4,13.6,8,1,25.7,8,1,,0,1,,0,1,11.5,8,1,27.0,8,1,15.8,8,1,26.3,8,1,13.8,8,1,27.0,8,1
2023/11/5,14.8,8,1,24.8,8,1,,0,1,,0,1,14.2,8,1,26.4,8,1,18.2,8,1,27.2,8,1,17.7,8,1,27.2,8,1
2023/11/6,16.2,8,1,28.1,8,1,,0,1,,0,1,15.7,8,1,27.5,8,1,19.7,8,1,27.9,8,1,18.1,8,1,27.1,8,1
2023/11/7,12.5,8,1,21.6,8,1,,0,1,,0,1,11.2,8,1,21.9,8,1,15.2,8,1,23.8,8,1,12.3,8,1,23.5,8,1
2023/11/8,8.5,8,1,20.5,8,1,,0,1,,0,1,8.8,8,1,22.4,8,1,12.6,8,1,21.5,8,1,10.1,8,1,22.7,8,1
2023/11/9,13.7,8,1,23.7,8,1,,0,1,,0,1,13.7,8,1,24.8,8,1,16.2,8,1,25.1,8,1,14.9,8,1,25.5,8,1
2023/11/10,15.6,8,1,21.1,8,1,,0,1,,0,1,15.3,8,1,21.7,8,1,17.6,8,1,24.1,8,1,16.6,8,1,23.9,8,1
2023/11/11,13.0,8,1,20.4,8,1,,0,1,,0,1,12.5,8,1,21.8,8,1,15.4,8,1,21.6,8,1,13.4,8,1,22.1,8,1
2023/11/12,7.4,8,1,17.8,8,1,,0,1,,0,1,8.3,8,1,18.6,8,1,11.1,8,1,20.5,8,1,8.4,8,1,20.0,8,1
2023/11/13,5.6,8,1,13.8,8,1,,0,1,,0,1,3.8,8,1,14.0,8,1,7.8,8,1,16.1,8,1,4.5,8,1,16.0,8,1
2023/11/14,4.2,8,1,17.2,8,1,,0,1,,0,1,1.5,8,1,17.6,8,1,6.8,8,1,18.1,8,1,2.6,8,1,17.7,8,1
2023/11/15,7.5,8,1,18.4,8,1,,0,1,,0,1,5.1,8,1,18.4,8,1,7.9,8,1,20.1,8,1,5.1,8,1,20.0,8,1
2023/11/16,6.6,8,1,18.9,8,1,,0,1,,0,1,5.1,8,1,19.3,8,1,10.2,8,1,20.6,8,1,6.1,8,1,20.2,8,1
2023/11/17,7.3,8,1,14.9,8,1,,0,1,,0,1,8.2,8,1,15.2,8,1,9.5,8,1,17.2,8,1,10.0,8,1,16.0,8,1
2023/11/18,7.7,8,1,11.4,8,1,,0,1,,0,1,4.6,8,1,11.9,8,1,7.3,8,1,14.0,8,1,5.1,8,1,13.6,8,1
2023/11/19,6.0,8,1,17.5,8,1,,0,1,,0,1,4.4,8,1,17.4,8,1,5.4,8,1,19.0,8,1,6.7,8,1,19.1,8,1
2023/11/20,7.2,8,1,19.9,8,1,,0,1,,0,1,5.4,8,1,20.6,8,1,8.6,8,1,21.7,8,1,5.7,8,1,21.8,8,1
2023/11/21,6.5,8,1,20.9,8,1,,0,1,,0,1,4.5,8,1,21.0,8,1,10.3,8,1,21.7,8,1,7.5,8,1,22.1,8,1
2023/11/22,10.1,8,1,21.4,8,1,,0,1,,0,1,8.2,8,1,23.0,8,1,12.0,8,1,22.3,8,1,10.7,8,1,24.0,8,1
2023/11/23,10.1,8,1,23.4,8,1,,0,1,,0,1,8.0,8,1,24.0,8,1,11.8,8,1,25.5,8,1,9.1,8,1,24.5,8,1
2023/11/24,7.4,8,1,17.9,8,1,,0,1,,0,1,5.7,8,1,18.0,8,1,10.6,8,1,20.7,8,1,7.8,8,1,19.2,8,1
2023/11/25,2.5,8,1,13.8,8,1,,0,1,,0,1,2.0,8,1,16.0,8,1,7.7,8,1,15.5,8,1,3.2,8,1,16.8,8,1
2023/11/26,5.4,8,1,18.1,8,1,,0,1,,0,1,4.3,8,1,20.3,8,1,8.2,8,1,19.2,8,1,5.6,8,1,20.8,8,1
2023/11/27,11.8,8,1,20.9,8,1,,0,1,,0,1,12.5,8,1,20.3,8,1,14.2,8,1,22.2,8,1,12.5,8,1,22.2,8,1
2023/11/28,7.6,8,1,17.9,8,1,,0,1,,0,1,6.7,8,1,18.4,8,1,8.8,8,1,19.9,8,1,6.3,8,1,20.4,8,1
2023/11/29,7.0,8,1,17.3,8,1,,0,1,,0,1,3.7,8,1,17.5,5,1,8.1,8,1,18.9,8,1,5.5,8,1,18.0,8,1
2023/11/30,6.8,8,1,14.1,8,1,,0,1,,0,1,6.1,8,1,15.0,8,1,9.2,8,1,17.5,8,1,7.0,8,1,16.7,8,1
2023/12/1,3.4,8,1,12.5,8,1,,0,1,,0,1,4.5,8,1,13.3,8,1,6.2,8,1,14.8,8,1,3.6,8,1,14.5,8,1
2023/12/2,2.0,8,1,14.4,8,1,,0,1,,0,1,0.5,8,1,14.5,8,1,4.3,8,1,15.3,8,1,1.3,8,1,15.9,8,1
2023/12/3,1.9,8,1,15.6,8,1,,0,1,,0,1,0.0,8,1,16.3,8,1,5.2,8,1,17.2,8,1,0.9,8,1,17.5,8,1
2023/12/4,3.1,8,1,16.3,8,1,,0,1,,0,1,0.7,8,1,16.0,8,1,5.1,8,1,16.7,8,1,1.9,8,1,17.4,8,1
2023/12/5,7.6,8,1,12.8,8,1,,0,1,,0,1,8.1,8,1,13.5,8,1,9.7,8,1,14.6,8,1,7.8,8,1,16.2,8,1
2023/12/6,5.9,8,1,17.5,8,1,,0,1,,0,1,5.2,8,1,17.5,8,1,7.7,8,1,18.6,8,1,4.8,8,1,18.6,8,1
2023/12/7,6.9,8,1,16.7,8,1,,0,1,,0,1,4.8,8,1,17.1,8,1,8.4,8,1,18.9,8,1,4.7,8,1,18.6,8,1
2023/12/8,4.4,8,1,18.5,8,1,,0,1,,0,1,1.7,8,1,19.3,8,1,7.3,8,1,19.3,8,1,2.7,8,1,19.1,8,1
2023/12/9,7.0,8,1,19.0,8,1,,0,1,,0,1,4.7,8,1,19.2,8,1,9.8,8,1,20.6,8,1,7.2,8,1,20.3,8,1
2023/12/10,8.3,8,1,20.1,8,1,,0,1,,0,1,5.9,8,1,22.0,8,1,11.5,8,1,22.1,8,1,9.5,8,1,22.4,8,1
2023/12/11,13.6,8,1,16.7,8,1,,0,1,,0,1,13.4,8,1,18.8,8,1,15.7,8,1,20.1,8,1,15.4,8,1,18.4,8,1
2023/12/12,10.8,8,1,20.2,8,1,,0,1,,0,1,11.6,8,1,20.1,8,1,14.6,8,1,22.1,8,1,12.4,8,1,22.1,8,1
2023/12/13,5.7,8,1,16.3,8,1,,0,1,,0,1,6.8,8,1,19.3,8,1,12.9,8,1,18.1,8,1,10.9,8,1,18.8,8,1
2023/12/14,7.2,8,1,18.7,8,1,,0,1,,0,1,8.3,8,1,20.1,8,1,12.8,8,1,21.4,8,1,10.3,8,1,21.7,8,1
2023/12/15,12.3,8,1,25.1,8,1,,0,1,,0,1,12.1,8,1,23.4,8,1,15.8,8,1,24.3,8,1,14.4,8,1,23.8,8,1
2023/12/16,6.8,8,1,19.9,8,1,,0,1,,0,1,6.7,8,1,19.1,8,1,9.7,8,1,22.0,8,1,8.7,8,1,21.2,8,1
2023/12/17,1.5,8,1,7.9,8,1,,0,1,,0,1,0.5,8,1,8.6,8,1,3.7,8,1,10.7,8,1,2.6,8,1,10.5,8,1
2023/12/18,-1.4,8,1,10.4,8,1,,0,1,,0,1,-2.3,8,1,9.3,8,1,1.4,8,1,11.3,8,1,-1.7,8,1,11.1,8,1
2023/12/19,4.8,8,1,7.2,8,1,,0,1,,0,1,4.8,8,1,7.5,8,1,7.1,8,1,9.3,8,1,7.2,8,1,9.1,8,1
2023/12/20,5.6,8,1,11.2,8,1,,0,1,,0,1,5.2,8,1,12.5,8,1,7.0,8,1,13.8,8,1,6.8,8,1,13.1,8,1
2023/12/21,-1.2,8,1,7.7,8,1,,0,1,,0,1,0.6,8,1,9.5,8,1,1.6,8,1,10.9,8,1,1.3,8,1,9.8,8,1
2023/12/22,-2.4,8,1,6.9,8,1,,0,1,,0,1,-1.8,8,1,7.5,8,1,0.0,8,1,9.9,8,1,-2.6,8,1,8.8,8,1
2023/12/23,-3.0,8,1,9.7,8,1,,0,1,,0,1,-4.2,8,1,9.6,8,1,-0.4,8,1,10.7,8,1,-3.0,8,1,10.7,8,1
2023/12/24,-1.3,8,1,13.1,8,1,,0,1,,0,1,-2.8,8,1,13.0,8,1,1.7,8,1,13.5,8,1,-1.5,8,1,13.1,8,1
2023/12/25,1.1,8,1,11.7,8,1,,0,1,,0,1,-0.3,8,1,12.1,8,1,3.2,8,1,14.1,8,1,-0.1,8,1,13.8,8,1
2023/12/26,-0.7,8,1,12.0,8,1,,0,1,,0,1,-2.2,8,1,12.3,8,1,2.6,8,1,13.7,8,1,-0.4,8,1,13.5,8,1
2023/12/27,1.7,8,1,15.1,8,1,,0,1,,0,1,-0.4,8,1,15.7,8,1,4.7,8,1,15.9,8,1,1.0,8,1,16.6,8,1
2023/12/28,5.1,8,1,16.4,8,1,,0,1,,0,1,2.6,8,1,16.5,8,1,8.0,8,1,16.8,8,1,3.9,8,1,17.0,8,1
2023/12/29,3.9,8,1,16.6,8,1,,0,1,,0,1,0.7,8,1,16.9,8,1,5.8,8,1,17.5,8,1,1.9,8,1,18.6,8,1
2023/12/30,3.5,8,1,15.2,8,1,,0,1,,0,1,0.7,8,1,13.8,8,1,6.2,8,1,16.9,8,1,3.1,8,1,17.2,8,1
2023/12/31,6.2,8,1,17.4,8,1,,0,1,,0,1,4.7,8,1,16.6,8,1,9.1,8,1,18.6,8,1,5.6,8,1,18.5,8,1
2024/1/1,3.4,8,1,13.6,8,1,,0,1,,0,1,0.7,8,1,15.0,8,1,5.3,8,1,15.0,8,1,2.0,8,1,15.7,8,1
2024/1/2,3.4,8,1,17.2,8,1,,0,1,,0,1,2.2,8,1,17.2,8,1,6.3,8,1,17.0,8,1,4.0,8,1,17.6,8,1
2024/1/3,5.4,8,1,13.4,8,1,,0,1,,0,1,3.8,8,1,12.0,8,1,8.0,8,1,15.1,8,1,5.3,8,1,14.5,8,1
2024/1/4,1.6,8,1,13.5,8,1,,0,1,,0,1,1.1,8,1,13.1,8,1,4.9,8,1,13.6,8,1,2.0,8,1,14.1,8,1
2024/1/5,1.5,8,1,15.4,8,1,,0,1,,0,1,-2.0,8,1,14.9,8,1,2.9,8,1,16.7,8,1,0.3,8,1,16.2,8,1
2024/1/6,6.0,8,1,18.0,8,1,,0,1,,0,1,4.3,8,1,18.1,8,1,6.6,8,1,17.6,8,1,4.4,8,1,16.7,8,1
2024/1/7,3.9,8,1,11.2,8,1,,0,1,,0,1,1.2,8,1,11.4,8,1,4.8,8,1,13.3,8,1,1.8,8,1,13.0,8,1
2024/1/8,-0.8,8,1,10.0,8,1,,0,1,,0,1,-2.5,8,1,11.3,8,1,2.0,8,1,11.6,8,1,-1.0,8,1,11.4,8,1
2024/1/9,1.1,8,1,15.3,8,1,,0,1,,0,1,-0.6,8,1,13.6,8,1,2.8,8,1,14.3,8,1,0.7,8,1,16.6,8,1
2024/1/10,5.3,8,1,14.6,8,1,,0,1,,0,1,4.6,8,1,15.4,8,1,7.9,8,1,16.1,8,1,7.5,8,1,16.6,8,1
2024/1/11,3.7,8,1,15.9,8,1,,0,1,,0,1,0.9,8,1,15.6,8,1,4.8,8,1,16.2,8,1,2.1,8,1,16.8,8,1
2024/1/12,2.1,8,1,15.4,8,1,,0,1,,0,1,2.1,8,1,15.3,8,1,5.1,8,1,17.5,8,1,5.3,8,1,17.1,8,1
2024/1/13,2.7,8,1,15.5,8,1,,0,1,,0,1,2.7,8,1,15.6,8,1,5.7,8,1,17.7,8,1,3.6,8,1,17.4,8,1
2024/1/14,0.3,8,1,17.1,8,1,,0,1,,0,1,-1.1,8,1,17.4,8,1,3.9,8,1,17.6,8,1,1.5,8,1,17.3,8,1
2024/1/15,5.9,8,1,16.3,8,1,,0,1,,0,1,3.3,8,1,16.3,8,1,6.3,8,1,18.2,8,1,3.4,8,1,17.5,8,1
2024/1/16,0.8,8,1,12.9,8,1,,0,1,,0,1,-1.8,8,1,15.7,8,1,2.0,8,1,14.6,8,1,-1.6,8,1,15.1,8,1
2024/1/17,1.0,8,1,17.3,8,1,,0,1,,0,1,0.1,8,1,17.8,8,1,4.4,8,1,17.8,8,1,1.8,8,1,17.5,8,1
2024/1/18,7.8,8,1,19.5,8,1,,0,1,,0,1,5.7,8,1,16.3,8,1,9.3,8,1,20.3,8,1,7.6,8,1,19.2,8,1
2024/1/19,12.1,8,1,14.7,8,1,,0,1,,0,1,11.1,8,1,15.5,8,1,13.5,8,1,16.7,8,1,13.1,8,1,16.7,8,1
2024/1/20,11.7,8,1,13.8,8,1,,0,1,,0,1,12.0,8,1,15.8,8,1,14.2,8,1,17.2,8,1,13.9,8,1,18.3,8,1
2024/1/21,10.6,8,1,19.3,8,1,,0,1,,0,1,9.6,8,1,20.7,8,1,13.2,8,1,21.0,8,1,12.4,8,1,21.6,8,1
2024/1/22,3.1,8,1,13.8,8,1,,0,1,,0,1,2.9,8,1,14.1,8,1,5.5,8,1,17.0,8,1,4.7,8,1,16.1,8,1
2024/1/23,0.7,8,1,4.5,8,1,,0,1,,0,1,0.4,8,1,5.7,8,1,2.4,8,1,8.1,8,1,1.5,8,1,7.5,8,1
2024/1/24,-0.2,8,1,5.0,8,1,,0,1,,0,1,-0.4,8,1,5.5,8,1,1.2,8,1,8.9,8,1,1.2,8,1,7.4,8,1
2024/1/25,0.3,8,1,9.7,8,1,,0,1,,0,1,-2.1,8,1,9.2,8,1,2.0,8,1,11.7,8,1,0.8,8,1,10.4,8,1
2024/1/26,1.5,8,1,13.5,8,1,,0,1,,0,1,-3.0,8,1,12.2,8,1,1.4,8,1,13.1,8,1,-2.1,8,1,13.6,8,1
2024/1/27,0.2,8,1,13.7,8,1,,0,1,,0,1,-2.8,8,1,14.3,8,1,2.5,8,1,14.4,8,1,-1.6,8,1,15.7,8,1
2024/1/28,1.7,8,1,10.7,8,1,,0,1,,0,1,1.3,8,1,11.9,8,1,5.2,8,1,13.5,8,1,1.3,8,1,13.1,8,1
2024/1/29,0.3,8,1,13.8,8,1,,0,1,,0,1,-2.7,8,1,14.0,8,1,1.9,8,1,15.8,8,1,-1.5,8,1,14.6,8,1
2024/1/30,2.4,8,1,13.0,8,1,,0,1,,0,1,0.7,8,1,14.0,8,1,5.6,8,1,15.9,8,1,1.8,8,1,15.1,8,1
2024/1/31,9.0,8,1,15.9,8,1,,0,1,,0,1,8.9,8,1,16.4,8,1,10.8,8,1,17.9,8,1,9.9,8,1,20.8,8,1
2024/2/1,11.3,8,1,15.6,8,1,,0,1,,0,1,11.3,8,1,15.2,8,1,11.5,8,1,16.8,8,1,10.3,8,1,15.1,8,1
2024/2/2,9.4,8,1,12.3,8,1,,0,1,,0,1,10.1,8,1,13.3,8,1,11.4,8,1,14.0,8,1,11.9,8,1,14.7,8,1
2024/2/3,8.4,8,1,11.0,8,1,,0,1,,0,1,9.1,8,1,11.6,8,1,10.3,8,1,13.1,8,1,10.1,8,1,12.2,8,1
2024/2/4,9.3,8,1,11.4,8,1,,0,1,,0,1,9.5,8,1,12.3,8,1,11.0,8,1,13.9,8,1,11.0,8,1,14.5,8,1
2024/2/5,10.3,8,1,17.3,8,1,,0,1,,0,1,10.5,8,1,15.8,8,1,12.3,8,1,19.0,8,1,11.5,8,1,17.6,8,1
2024/2/6,7.5,8,1,14.0,8,1,,0,1,,0,1,5.2,8,1,16.4,8,1,8.5,8,1,15.1,8,1,5.9,8,1,16.5,8,1
2024/2/7,6.5,8,1,14.8,8,1,,0,1,,0,1,6.3,8,1,14.8,8,1,9.3,8,1,15.8,8,1,7.1,8,1,15.1,8,1
2024/2/8,5.2,8,1,12.7,8,1,,0,1,,0,1,2.9,8,1,14.1,8,1,8.4,8,1,14.4,8,1,3.9,8,1,13.8,8,1
2024/2/9,2.7,8,1,14.3,8,1,,0,1,,0,1,1.9,8,1,14.2,8,1,6.8,8,1,16.6,8,1,3.1,8,1,16.1,8,1
2024/2/10,2.6,8,1,12.7,8,1,,0,1,,0,1,0.8,8,1,12.6,8,1,4.8,8,1,14.5,8,1,2.7,8,1,14.4,8,1
2024/2/11,1.0,8,1,12.5,8,1,,0,1,,0,1,0.4,8,1,12.6,8,1,2.6,8,1,14.7,8,1,0.3,8,1,14.3,8,1
2024/2/12,3.7,8,1,14.1,8,1,,0,1,,0,1,2.7,8,1,15.3,8,1,6.0,8,1,14.7,8,1,3.7,8,1,15.7,8,1
2024/2/13,2.1,8,1,20.0,8,1,,0,1,,0,1,0.5,8,1,18.8,8,1,5.4,8,1,18.8,8,1,2.8,8,1,18.8,8,1
2024/2/14,6.2,8,1,20.3,8,1,,0,1,,0,1,4.7,8,1,21.2,8,1,9.8,8,1,20.5,8,1,7.5,8,1,21.5,8,1
2024/2/15,11.8,8,1,21.5,8,1,,0,1,,0,1,11.9,8,1,21.0,8,1,13.7,8,1,21.0,8,1,13.7,8,1,20.6,8,1
2024/2/16,8.5,8,1,14.1,8,1,,0,1,,0,1,8.0,8,1,14.0,8,1,9.1,8,1,15.9,8,1,6.8,8,1,15.2,8,1
2024/2/17,3.6,8,1,16.1,8,1,,0,1,,0,1,4.5,8,1,18.6,8,1,7.5,8,1,16.9,8,1,5.2,8,1,18.1,8,1
2024/2/18,5.8,8,1,18.0,8,1,,0,1,,0,1,3.5,8,1,21.0,8,1,8.0,8,1,19.4,8,1,5.2,8,1,19.7,8,1
2024/2/19,13.3,8,1,21.6,8,1,,0,1,,0,1,14.1,8,1,20.4,8,1,16.2,8,1,20.6,8,1,15.2,8,1,20.5,8,1
2024/2/20,14.6,8,1,20.6,8,1,,0,1,,0,1,12.9,8,1,23.5,8,1,14.6,8,1,21.5,8,1,14.6,8,1,21.9,8,1
2024/2/21,16.7,8,1,23.1,8,1,,0,1,,0,1,17.2,8,1,21.7,8,1,17.9,8,1,23.7,8,1,17.7,8,1,23.7,8,1
2024/2/22,11.2,8,1,21.9,8,1,,0,1,,0,1,12.5,8,1,20.4,8,1,13.1,8,1,23.1,8,1,13.5,8,1,22.4,8,1
2024/2/23,7.9,8,1,11.4,8,1,,0,1,,0,1,8.8,8,1,12.6,8,1,9.7,8,1,13.3,8,1,9.7,8,1,13.5,8,1
2024/2/24,6.1,8,1,9.6,8,1,,0,1,,0,1,6.5,8,1,10.2,8,1,8.6,8,1,11.9,8,1,8.3,8,1,11.2,8,1
2024/2/25,7.5,8,1,14.6,8,1,,0,1,,0,1,7.3,8,1,16.1,8,1,9.0,8,1,15.0,8,1,9.1,8,1,16.3,8,1
2024/2/26,4.7,8,1,14.8,8,1,,0,1,,0,1,3.6,8,1,16.3,8,1,6.9,8,1,16.0,8,1,4.5,8,1,16.3,8,1
2024/2/27,1.4,8,1,11.9,8,1,,0,1,,0,1,3.6,8,1,14.8,8,1,7.1,8,1,13.0,8,1,5.6,8,1,13.7,8,1
2024/2/28,0.7,8,1,12.5,8,1,,0,1,,0,1,2.8,8,1,14.7,8,1,5.4,8,1,13.8,8,1,4.4,8,1,15.0,8,1
2024/2/29,7.8,8,1,15.8,8,1,,0,1,,0,1,8.9,8,1,15.8,8,1,9.9,8,1,18.3,8,1,10.3,8,1,18.0,8,1
2024/3/1,4.4,8,1,14.0,8,1,,0,1,,0,1,4.8,8,1,14.8,8,1,6.9,8,1,16.7,8,1,6.2,8,1,16.4,8,1
2024/3/2,2.5,8,1,9.9,8,1,,0,1,,0,1,1.3,8,1,9.9,8,1,5.1,8,1,12.8,8,1,3.4,8,1,11.8,8,1
2024/3/3,1.4,8,1,13.3,8,1,,0,1,,0,1,-2.0,8,1,12.9,8,1,2.7,8,1,15.6,8,1,2.2,8,1,15.4,8,1
2024/3/4,2.6,8,1,15.7,8,1,,0,1,,0,1,-0.1,8,1,18.0,8,1,4.4,8,1,16.7,8,1,1.3,8,1,17.7,8,1
2024/3/5,8.8,8,1,15.8,8,1,,0,1,,0,1,8.9,8,1,15.9,8,1,10.5,8,1,16.7,8,1,11.3,8,1,17.2,8,1
